CustomerID,Name,Email,SignupDate,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Cell,RFM_Score,Cluster,Customer_Segment
C0451,William Kumar,william.kumar32@example.com,2025-08-24,Canada,51,10,1604.16,3,5,5,355,13,3,Champions
C0452,Jessica White,jessica.white55@example.com,2025-12-13,Germany,13,4,622.6,5,3,4,534,12,1,Loyalists
C0453,Emily King,emily.king71@example.com,2025-04-09,Australia,1,13,4359.34,5,5,5,555,15,3,Champions
C0454,Michael Harris,michael.harris48@example.com,2025-04-26,Australia,22,8,1024.44,4,5,5,455,14,3,Champions
C0455,David Rodriguez,david.rodriguez36@example.com,2025-12-20,United Kingdom,23,10,1522.2,4,5,5,455,14,3,Champions
C0456,John Taylor,john.taylor54@example.com,2025-10-14,Australia,20,2,229.14,4,2,3,423,9,1,Loyalists
C0457,Michael Rodriguez,michael.rodriguez25@example.com,2025-10-21,United Kingdom,90,3,252.66000000000003,3,2,3,323,8,0,At Risk Customers
C0458,William Choudhury,william.choudhury54@example.com,2026-01-31,Germany,80,3,214.92,3,2,3,323,8,0,At Risk Customers
C0459,Sarah Gupta,sarah.gupta46@example.com,2026-01-01,India,19,4,235.75,5,3,3,533,11,1,Loyalists
C0460,Richard Miller,richard.miller71@example.com,2025-04-20,India,119,2,94.22,2,2,2,222,6,2,Lost Customers
C0461,Anil Davis,anil.davis81@example.com,2025-12-23,India,17,6,816.29,5,4,4,544,13,3,Champions
C0462,Isha King,isha.king85@example.com,2025-05-03,India,310,1,61.46,1,1,1,111,3,2,Lost Customers
C0463,Vijay Jones,vijay.jones91@example.com,2025-04-30,India,20,17,5944.51,4,5,5,455,14,3,Champions
C0464,Thomas Sen,thomas.sen70@example.com,2025-02-21,United Kingdom,232,1,26.93,1,1,1,111,3,2,Lost Customers
C0465,Meera Sharma,meera.sharma80@example.com,2025-03-22,United States,84,5,794.45,3,4,4,344,11,0,At Risk Customers
C0466,Rajesh Taylor,rajesh.taylor93@example.com,2025-04-13,Germany,100,7,970.65,2,5,4,254,11,0,At Risk Customers
C0467,Sarah Kumar,sarah.kumar46@example.com,2025-11-27,India,23,2,110.69,4,2,2,422,8,1,Loyalists
C0468,Diya Martin,diya.martin39@example.com,2025-10-01,United Kingdom,14,15,4560.3,5,5,5,555,15,3,Champions
C0469,Amit Johnson,amit.johnson63@example.com,2025-04-01,Australia,57,9,2844.43,3,5,5,355,13,3,Champions
C0470,Amit Choudhury,amit.choudhury73@example.com,2025-04-06,Australia,86,8,2495.1,3,5,5,355,13,3,Champions
C0471,Sarah Gupta,sarah.gupta11@example.com,2025-06-02,United States,21,5,955.39,4,4,4,444,12,1,Loyalists
C0472,Isha Sen,isha.sen46@example.com,2025-08-21,Singapore,34,3,237.44,4,2,3,423,9,1,Loyalists
C0473,Anil Jackson,anil.jackson73@example.com,2025-03-10,France,101,2,123.92,2,2,2,222,6,2,Lost Customers
C0474,Ashley Davis,ashley.davis34@example.com,2026-02-19,India,6,5,377.01,5,4,4,544,13,1,Loyalists
C0475,Pranav Mishra,pranav.mishra92@example.com,2025-05-12,United Kingdom,2,4,332.18,5,3,4,534,12,1,Loyalists
C0476,Aarav Sen,aarav.sen47@example.com,2025-10-18,United Kingdom,96,4,222.86,2,3,3,233,8,0,At Risk Customers
C0477,Siddharth Johnson,siddharth.johnson88@example.com,2025-11-24,Canada,15,16,4957.09,5,5,5,555,15,3,Champions
C0478,Sandra Thomas,sandra.thomas51@example.com,2025-02-14,United States,82,11,3236.59,3,5,5,355,13,3,Champions
C0479,Isha Johnson,isha.johnson27@example.com,2025-09-02,India,8,5,373.94,5,4,4,544,13,1,Loyalists
C0480,James Sharma,james.sharma43@example.com,2025-07-16,India,30,7,1084.78,4,5,5,455,14,3,Champions
C0481,Michael Sen,michael.sen48@example.com,2025-10-26,United Kingdom,34,6,717.4000000000001,4,4,4,444,12,3,Champions
C0482,Aarav Miller,aarav.miller93@example.com,2025-07-04,United Kingdom,12,3,266.56,5,2,3,523,10,1,Loyalists
C0483,Ananya Rao,ananya.rao69@example.com,2025-06-07,India,41,5,376.27,4,4,4,444,12,0,At Risk Customers
C0484,Sunita Martinez,sunita.martinez98@example.com,2025-03-02,United States,203,4,670.61,1,3,4,134,8,0,At Risk Customers
C0485,Sarah Bose,sarah.bose88@example.com,2025-04-24,India,247,1,27.21,1,1,1,111,3,2,Lost Customers
C0486,Meera Taylor,meera.taylor29@example.com,2025-08-21,United Kingdom,57,9,1672.88,3,5,5,355,13,3,Champions
C0487,Sanjay Bose,sanjay.bose63@example.com,2025-12-26,United States,39,5,340.0,4,4,4,444,12,0,At Risk Customers
C0488,Rajesh White,rajesh.white95@example.com,2025-04-22,Germany,23,11,3526.54,4,5,5,455,14,3,Champions
C0489,Sanjay Singh,sanjay.singh77@example.com,2025-08-17,United States,197,1,65.9,1,1,1,111,3,2,Lost Customers
C0490,Karen Patel,karen.patel82@example.com,2025-02-27,India,21,4,266.01,4,3,3,433,10,1,Loyalists
C0491,Suresh Thomas,suresh.thomas35@example.com,2025-10-21,United States,12,5,228.62,5,4,3,543,12,1,Loyalists
C0492,Pranav Kumar,pranav.kumar76@example.com,2025-08-15,India,263,1,10.04,1,1,1,111,3,2,Lost Customers
C0493,Tanvi Thompson,tanvi.thompson72@example.com,2025-02-16,Canada,80,4,869.73,3,3,4,334,10,0,At Risk Customers
C0494,Richard Mehta,richard.mehta68@example.com,2025-03-09,United States,195,1,46.87,1,1,1,111,3,2,Lost Customers
C0495,Ashley Martin,ashley.martin17@example.com,2025-10-14,United States,6,6,898.18,5,4,4,544,13,1,Loyalists
C0496,David Verma,david.verma60@example.com,2025-05-11,Germany,127,4,212.55,2,3,2,232,7,0,At Risk Customers
C0497,Tanvi Thompson,tanvi.thompson19@example.com,2025-01-24,United States,35,15,4929.59,4,5,5,455,14,3,Champions
C0498,Arjun White,arjun.white17@example.com,2025-02-05,Singapore,151,5,388.11,2,4,4,244,10,0,At Risk Customers
C0499,Rajesh Gupta,rajesh.gupta46@example.com,2025-07-29,India,87,10,1688.46,3,5,5,355,13,3,Champions
C0500,Meera Mukherjee,meera.mukherjee57@example.com,2025-07-15,United States,17,4,343.58000000000004,5,3,4,534,12,1,Loyalists
C0501,William Das,william.das20@example.com,2025-12-16,Australia,2,1,29.45,5,1,1,511,7,1,Loyalists
C0502,Anil Nair,anil.nair93@example.com,2025-06-28,India,399,1,63.96,1,1,1,111,3,2,Lost Customers
C0503,Anil Choudhury,anil.choudhury77@example.com,2025-03-07,United Kingdom,14,10,1452.7,5,5,5,555,15,3,Champions
C0504,Vikram Sharma,vikram.sharma12@example.com,2025-06-02,United States,331,2,178.2,1,2,2,122,5,2,Lost Customers
C0505,Anil Banerjee,anil.banerjee78@example.com,2025-07-14,Germany,27,4,301.26,4,3,3,433,10,1,Loyalists
C0506,James Mishra,james.mishra54@example.com,2025-03-21,India,78,5,223.23000000000002,3,4,3,343,10,0,At Risk Customers
C0507,Kabir Gupta,kabir.gupta94@example.com,2025-08-03,United States,65,10,1686.47,3,5,5,355,13,3,Champions
C0508,Aditya Garcia,aditya.garcia36@example.com,2025-02-04,India,38,3,315.97,4,2,3,423,9,1,Loyalists
C0509,Amit Chatterjee,amit.chatterjee86@example.com,2025-12-11,United Kingdom,62,5,547.94,3,4,4,344,11,0,At Risk Customers
C0510,Ananya Garcia,ananya.garcia15@example.com,2025-07-25,United States,8,5,341.11,5,4,4,544,13,1,Loyalists
C0511,Anil Brown,anil.brown17@example.com,2025-03-13,United States,37,18,5019.38,4,5,5,455,14,3,Champions
C0512,Sarah Jones,sarah.jones83@example.com,2025-06-13,United States,13,2,148.22,5,2,2,522,9,1,Loyalists
C0513,John Garcia,john.garcia48@example.com,2025-03-15,Singapore,244,1,50.37,1,1,1,111,3,2,Lost Customers
C0514,Vijay Jones,vijay.jones62@example.com,2025-06-03,India,128,5,801.3,2,4,4,244,10,0,At Risk Customers
C0515,Suresh Thompson,suresh.thompson32@example.com,2025-11-17,United Kingdom,69,2,180.51,3,2,2,322,7,0,At Risk Customers
C0516,Suresh Anderson,suresh.anderson16@example.com,2025-06-26,Australia,39,11,3273.4700000000003,4,5,5,455,14,3,Champions
C0517,William Jackson,william.jackson50@example.com,2025-12-23,United States,44,5,185.28,3,4,2,342,9,0,At Risk Customers
C0518,Neha Martinez,neha.martinez58@example.com,2025-04-05,Germany,17,4,269.43,5,3,3,533,11,1,Loyalists
C0519,Rajesh Garcia,rajesh.garcia38@example.com,2025-06-03,France,106,4,188.64,2,3,2,232,7,0,At Risk Customers
C0520,Neha Mishra,neha.mishra17@example.com,2025-10-15,United States,25,9,1223.32,4,5,5,455,14,3,Champions
C0521,Thomas Harris,thomas.harris77@example.com,2025-03-10,India,388,1,26.19,1,1,1,111,3,2,Lost Customers
C0522,Emily Brown,emily.brown52@example.com,2025-11-28,India,35,5,237.33,4,4,3,443,11,1,Loyalists
C0523,Richard Bose,richard.bose21@example.com,2025-10-02,United Kingdom,9,3,200.63,5,2,2,522,9,1,Loyalists
C0524,Siddharth Mehta,siddharth.mehta44@example.com,2025-07-13,United Kingdom,82,5,434.26,3,4,4,344,11,0,At Risk Customers
C0525,Sanjay Gupta,sanjay.gupta19@example.com,2025-04-07,Germany,109,10,1319.58,2,5,5,255,12,3,Champions
C0526,Deepak Harris,deepak.harris37@example.com,2025-09-03,India,39,4,261.6,4,3,3,433,10,0,At Risk Customers
C0527,Jessica Martinez,jessica.martinez11@example.com,2025-04-19,Australia,41,6,1204.99,4,4,5,445,13,3,Champions
C0528,Kabir Taylor,kabir.taylor41@example.com,2025-12-23,United States,154,2,147.4,2,2,2,222,6,2,Lost Customers
C0529,Tanvi Choudhury,tanvi.choudhury40@example.com,2025-10-10,India,98,5,286.95,2,4,3,243,9,0,At Risk Customers
C0530,Sarah Das,sarah.das69@example.com,2025-10-01,United States,24,2,56.47,4,2,1,421,7,1,Loyalists
C0531,David Miller,david.miller56@example.com,2025-09-20,Canada,110,1,64.86,2,1,1,211,4,2,Lost Customers
C0532,Ashley Joshi,ashley.joshi70@example.com,2026-01-25,France,6,2,201.92000000000002,5,2,2,522,9,1,Loyalists
C0533,Tanvi Bose,tanvi.bose50@example.com,2025-07-31,India,60,9,2818.92,3,5,5,355,13,3,Champions
C0534,Vikram Reddy,vikram.reddy12@example.com,2025-05-14,United States,299,2,118.25999999999999,1,2,2,122,5,2,Lost Customers
C0535,Deepak Thompson,deepak.thompson63@example.com,2025-06-01,India,2,10,1799.9,5,5,5,555,15,3,Champions
C0536,Jessica Jones,jessica.jones58@example.com,2025-10-19,France,101,2,136.44,2,2,2,222,6,2,Lost Customers
C0537,Priya Harris,priya.harris93@example.com,2025-12-17,India,23,9,1200.42,4,5,5,455,14,3,Champions
C0538,Priya Anderson,priya.anderson68@example.com,2025-03-28,United Kingdom,105,2,76.44,2,2,1,221,5,2,Lost Customers
C0539,Robert Smith,robert.smith27@example.com,2026-01-04,United States,31,2,132.32999999999998,4,2,2,422,8,1,Loyalists
C0540,Rohan White,rohan.white92@example.com,2025-01-31,United States,227,4,340.12,1,3,4,134,8,0,At Risk Customers
C0541,Arjun Mehta,arjun.mehta10@example.com,2025-07-31,India,21,4,306.61,4,3,3,433,10,1,Loyalists
C0542,Vikram Patel,vikram.patel29@example.com,2025-01-05,India,455,3,251.82999999999998,1,2,3,123,6,0,At Risk Customers
C0543,Ashley Bose,ashley.bose17@example.com,2025-11-13,United States,22,1,44.77,4,1,1,411,6,2,Lost Customers
C0544,Kiran Taylor,kiran.taylor94@example.com,2025-09-07,India,79,2,225.25,3,2,3,323,8,0,At Risk Customers
C0545,Anil Harris,anil.harris62@example.com,2025-01-07,India,54,11,4139.64,3,5,5,355,13,3,Champions
C0546,Michael White,michael.white46@example.com,2025-01-09,United States,160,3,104.69,2,2,2,222,6,0,At Risk Customers
C0547,Sandra Johnson,sandra.johnson23@example.com,2025-02-19,United States,143,2,145.92,2,2,2,222,6,2,Lost Customers
C0548,James Williams,james.williams89@example.com,2025-09-27,India,124,4,827.1,2,3,4,234,9,0,At Risk Customers
C0549,Robert Davis,robert.davis60@example.com,2025-02-10,India,15,20,6643.53,5,5,5,555,15,3,Champions
C0550,Lisa Mishra,lisa.mishra82@example.com,2025-05-05,Singapore,186,3,252.19,1,2,3,123,6,0,At Risk Customers
C0551,Vikram Martinez,vikram.martinez97@example.com,2025-02-11,United Kingdom,71,2,152.73000000000002,3,2,2,322,7,0,At Risk Customers
C0552,Amit Singh,amit.singh61@example.com,2025-07-14,India,19,3,170.65,5,2,2,522,9,1,Loyalists
C0553,Rajesh Mehta,rajesh.mehta91@example.com,2025-01-05,United Kingdom,13,3,292.7,5,2,3,523,10,1,Loyalists
C0554,Diya Anderson,diya.anderson65@example.com,2025-11-27,Germany,59,3,219.75,3,2,3,323,8,0,At Risk Customers
C0555,Gita Joshi,gita.joshi77@example.com,2025-01-22,India,354,2,108.69,1,2,2,122,5,2,Lost Customers
C0556,Gita Taylor,gita.taylor44@example.com,2025-01-24,Canada,229,4,377.13,1,3,4,134,8,0,At Risk Customers
C0557,Michael White,michael.white82@example.com,2025-12-03,India,16,3,206.95000000000002,5,2,2,522,9,1,Loyalists
C0558,John Verma,john.verma36@example.com,2025-10-28,India,255,1,56.78,1,1,1,111,3,2,Lost Customers
C0559,Lisa Patel,lisa.patel48@example.com,2025-03-25,United States,228,2,142.54,1,2,2,122,5,2,Lost Customers
C0560,Gita Das,gita.das96@example.com,2025-10-04,India,293,1,41.72,1,1,1,111,3,2,Lost Customers
C0561,Meera Singh,meera.singh74@example.com,2026-01-17,Singapore,4,8,1315.38,5,5,5,555,15,3,Champions
C0562,Ananya Joshi,ananya.joshi65@example.com,2025-04-29,France,80,3,209.63,3,2,2,322,7,0,At Risk Customers
C0563,Jessica Young,jessica.young88@example.com,2025-11-01,India,87,3,152.05,3,2,2,322,7,0,At Risk Customers
C0564,John Verma,john.verma91@example.com,2025-05-20,Germany,452,1,24.34,1,1,1,111,3,2,Lost Customers
C0565,Richard Anderson,richard.anderson39@example.com,2025-07-02,United States,30,2,98.53,4,2,2,422,8,1,Loyalists
C0566,William Banerjee,william.banerjee33@example.com,2025-12-15,United States,97,4,258.43,2,3,3,233,8,0,At Risk Customers
C0567,William Singh,william.singh89@example.com,2025-06-01,Germany,96,4,315.9,2,3,3,233,8,0,At Risk Customers
C0568,Arjun Singh,arjun.singh44@example.com,2025-03-20,India,344,2,222.01999999999998,1,2,3,123,6,2,Lost Customers
C0569,Neha Das,neha.das50@example.com,2025-07-04,India,85,3,148.96,3,2,2,322,7,0,At Risk Customers
C0570,Aarav Martinez,aarav.martinez66@example.com,2025-07-04,Germany,36,1,68.08,4,1,1,411,6,2,Lost Customers
C0571,Isha Nair,isha.nair21@example.com,2025-04-06,United States,58,5,378.82,3,4,4,344,11,0,At Risk Customers
C0572,Suresh Harris,suresh.harris75@example.com,2025-07-28,India,134,2,111.42,2,2,2,222,6,2,Lost Customers
C0573,Diya Roy,diya.roy80@example.com,2025-02-17,United States,192,3,137.74,1,2,2,122,5,0,At Risk Customers
C0574,John Das,john.das11@example.com,2025-05-30,United States,96,5,333.9,2,4,4,244,10,0,At Risk Customers
C0575,Diya Harris,diya.harris41@example.com,2025-10-20,United States,10,15,5222.54,5,5,5,555,15,3,Champions
C0576,William Smith,william.smith27@example.com,2025-05-18,India,31,1,68.39,4,1,1,411,6,2,Lost Customers
C0577,Priya Reddy,priya.reddy18@example.com,2025-03-27,United States,259,1,79.59,1,1,1,111,3,2,Lost Customers
C0578,Thomas Martinez,thomas.martinez71@example.com,2026-02-05,India,18,8,1205.95,5,5,5,555,15,3,Champions
C0579,Emily Garcia,emily.garcia90@example.com,2025-09-11,United States,17,5,403.45,5,4,4,544,13,1,Loyalists
C0580,Siddharth Mishra,siddharth.mishra23@example.com,2025-03-11,India,176,4,346.43,1,3,4,134,8,0,At Risk Customers
C0581,Lisa Sen,lisa.sen89@example.com,2025-07-14,Germany,2,8,1477.32,5,5,5,555,15,3,Champions
C0582,Jessica Chatterjee,jessica.chatterjee52@example.com,2025-08-09,Germany,109,5,842.9200000000001,2,4,4,244,10,0,At Risk Customers
C0583,Sanjay Nair,sanjay.nair48@example.com,2025-06-14,United States,14,3,171.16,5,2,2,522,9,1,Loyalists
C0584,Siddharth Taylor,siddharth.taylor50@example.com,2025-04-01,Australia,325,2,152.77,1,2,2,122,5,2,Lost Customers
C0585,John Rodriguez,john.rodriguez98@example.com,2025-11-21,United States,4,9,3256.76,5,5,5,555,15,3,Champions
C0586,Gita Garcia,gita.garcia51@example.com,2025-07-12,India,313,4,256.16,1,3,3,133,7,0,At Risk Customers
C0587,Lisa Bose,lisa.bose24@example.com,2025-10-16,India,8,11,3240.61,5,5,5,555,15,3,Champions
C0588,Anil Johnson,anil.johnson97@example.com,2026-01-29,United States,22,1,48.04,4,1,1,411,6,2,Lost Customers
C0589,Ashley Brown,ashley.brown66@example.com,2026-02-13,India,23,5,579.84,4,4,4,444,12,1,Loyalists
C0590,Arjun Mukherjee,arjun.mukherjee96@example.com,2025-09-13,India,5,16,5546.31,5,5,5,555,15,3,Champions
C0591,David Garcia,david.garcia42@example.com,2025-12-04,India,7,5,727.98,5,4,4,544,13,1,Loyalists
C0592,Sandra Das,sandra.das19@example.com,2025-08-18,Singapore,22,8,1142.81,4,5,5,455,14,3,Champions
C0593,Rajesh Thompson,rajesh.thompson61@example.com,2025-10-01,United States,23,13,4493.43,4,5,5,455,14,3,Champions
C0594,Thomas White,thomas.white14@example.com,2026-02-09,Australia,17,3,191.52,5,2,2,522,9,1,Loyalists
C0595,Anil Young,anil.young91@example.com,2025-02-13,India,82,3,133.32,3,2,2,322,7,0,At Risk Customers
C0596,James Roy,james.roy31@example.com,2025-11-28,United States,37,3,171.03,4,2,2,422,8,1,Loyalists
C0597,Gita Choudhury,gita.choudhury52@example.com,2026-02-12,United States,73,3,175.26,3,2,2,322,7,0,At Risk Customers
C0598,Aarav Joshi,aarav.joshi43@example.com,2025-04-24,United States,407,2,144.89,1,2,2,122,5,2,Lost Customers
C0599,Vijay Harris,vijay.harris84@example.com,2025-12-19,United States,56,18,5794.9,3,5,5,355,13,3,Champions
C0600,Richard Bose,richard.bose60@example.com,2025-08-26,Germany,9,10,1703.35,5,5,5,555,15,3,Champions
C0601,Deepak Thomas,deepak.thomas29@example.com,2025-06-26,Singapore,12,2,122.77,5,2,2,522,9,1,Loyalists
C0602,Rajesh Joshi,rajesh.joshi47@example.com,2025-08-01,Canada,7,8,2413.7,5,5,5,555,15,3,Champions
C0603,Diya Rao,diya.rao28@example.com,2025-06-28,India,2,1,70.92,5,1,1,511,7,1,Loyalists
C0604,Ashley Brown,ashley.brown76@example.com,2025-09-05,India,98,4,208.26000000000002,2,3,2,232,7,0,At Risk Customers
C0605,Isha Chatterjee,isha.chatterjee99@example.com,2025-08-20,India,350,1,24.32,1,1,1,111,3,2,Lost Customers
C0606,David Gupta,david.gupta24@example.com,2025-01-12,France,380,1,52.49,1,1,1,111,3,2,Lost Customers
C0607,Isha Smith,isha.smith41@example.com,2025-09-22,India,202,5,403.83,1,4,4,144,9,0,At Risk Customers
C0608,Pranav Sen,pranav.sen81@example.com,2025-08-07,Australia,130,2,186.16000000000003,2,2,2,222,6,0,At Risk Customers
C0609,Vikram Choudhury,vikram.choudhury90@example.com,2025-04-05,India,224,2,191.73000000000002,1,2,2,122,5,2,Lost Customers
C0610,Sandra Choudhury,sandra.choudhury13@example.com,2026-01-13,United States,38,4,212.42,4,3,2,432,9,1,Loyalists
C0611,Siddharth Chatterjee,siddharth.chatterjee85@example.com,2025-08-08,India,67,1,47.04,3,1,1,311,5,2,Lost Customers
C0612,Tanvi Brown,tanvi.brown45@example.com,2026-01-21,United Kingdom,161,1,42.43,2,1,1,211,4,2,Lost Customers
C0613,Arjun Martin,arjun.martin23@example.com,2026-02-14,France,76,5,394.21999999999997,3,4,4,344,11,0,At Risk Customers
C0614,Rohan Bose,rohan.bose51@example.com,2025-04-11,United States,7,17,5507.32,5,5,5,555,15,3,Champions
C0615,Emily Anderson,emily.anderson77@example.com,2025-11-24,India,75,4,337.56,3,3,4,334,10,0,At Risk Customers
C0616,William King,william.king60@example.com,2025-10-28,India,10,5,379.97,5,4,4,544,13,1,Loyalists
C0617,Robert Mishra,robert.mishra89@example.com,2025-03-30,Germany,69,5,404.95,3,4,4,344,11,0,At Risk Customers
C0618,David King,david.king85@example.com,2025-02-13,United Kingdom,122,1,59.14,2,1,1,211,4,2,Lost Customers
C0619,John Rao,john.rao40@example.com,2025-06-06,India,53,14,4492.7,3,5,5,355,13,3,Champions
C0620,Karen Reddy,karen.reddy75@example.com,2025-07-18,United States,19,10,1499.66,5,5,5,555,15,3,Champions
C0621,Meera Martin,meera.martin59@example.com,2025-08-05,India,7,3,149.20999999999998,5,3,2,532,10,1,Loyalists
C0622,Anil Johnson,anil.johnson81@example.com,2025-03-27,United States,68,8,1020.99,3,5,5,355,13,3,Champions
C0623,Meera Johnson,meera.johnson50@example.com,2025-08-19,United States,29,6,989.7,4,4,5,445,13,3,Champions
C0624,Robert Sharma,robert.sharma72@example.com,2025-03-11,India,30,4,235.32000000000002,4,3,3,433,10,1,Loyalists
C0625,William Harris,william.harris74@example.com,2025-12-01,United States,3,8,1198.71,5,5,5,555,15,3,Champions
C0626,Priya Mukherjee,priya.mukherjee66@example.com,2025-09-08,India,157,3,241.3,2,3,3,233,8,0,At Risk Customers
C0627,Gita Verma,gita.verma38@example.com,2025-05-30,India,57,4,301.96,3,3,3,333,9,0,At Risk Customers
C0628,Vikram White,vikram.white46@example.com,2025-03-28,Germany,155,1,55.97,2,1,1,211,4,2,Lost Customers
C0629,Gita Anderson,gita.anderson80@example.com,2025-09-19,India,22,4,260.29,4,3,3,433,10,1,Loyalists
C0630,Kabir Davis,kabir.davis79@example.com,2025-07-07,United States,163,2,158.56,2,2,2,222,6,2,Lost Customers
C0631,Amit Chatterjee,amit.chatterjee79@example.com,2025-04-22,Singapore,83,2,187.51,3,2,2,322,7,0,At Risk Customers
C0632,Isha Garcia,isha.garcia48@example.com,2025-01-17,United States,35,5,339.48,4,4,4,444,12,1,Loyalists
C0633,Robert Singh,robert.singh66@example.com,2025-03-02,Germany,159,3,261.71000000000004,2,3,3,233,8,0,At Risk Customers
C0634,James Brown,james.brown85@example.com,2025-12-19,India,28,5,329.31,4,4,4,444,12,1,Loyalists
C0635,Kiran Banerjee,kiran.banerjee31@example.com,2025-11-12,India,51,2,150.29000000000002,3,2,2,322,7,0,At Risk Customers
C0636,Tanvi Brown,tanvi.brown17@example.com,2025-10-19,India,207,2,216.53,1,2,3,123,6,0,At Risk Customers
C0637,Michael Young,michael.young78@example.com,2025-03-28,India,1,9,1415.2,5,5,5,555,15,3,Champions
C0638,Sarah Rodriguez,sarah.rodriguez83@example.com,2025-05-17,Australia,108,4,161.69,2,3,2,232,7,0,At Risk Customers
C0639,Sunita Joshi,sunita.joshi27@example.com,2026-01-20,Germany,24,5,345.7,4,4,4,444,12,1,Loyalists
C0640,Ananya Davis,ananya.davis93@example.com,2025-03-06,United Kingdom,6,5,361.90999999999997,5,4,4,544,13,1,Loyalists
C0641,Meera Garcia,meera.garcia28@example.com,2025-12-31,India,20,3,182.91000000000003,4,3,2,432,9,1,Loyalists
C0642,James Choudhury,james.choudhury72@example.com,2025-03-14,United States,307,5,257.43,1,4,3,143,8,0,At Risk Customers
C0643,Michael Mukherjee,michael.mukherjee58@example.com,2025-08-20,India,19,5,307.28,5,4,3,543,12,1,Loyalists
C0644,Diya Choudhury,diya.choudhury75@example.com,2026-01-19,India,72,1,30.26,3,1,1,311,5,2,Lost Customers
C0645,Karen Mishra,karen.mishra72@example.com,2025-06-17,United States,128,1,45.72,2,1,1,211,4,2,Lost Customers
C0646,Diya Mishra,diya.mishra91@example.com,2025-12-07,United Kingdom,41,4,346.33,4,3,4,434,11,0,At Risk Customers
C0647,Arjun White,arjun.white60@example.com,2025-04-22,Australia,17,1,22.77,5,1,1,511,7,2,Lost Customers
C0648,Tanvi Anderson,tanvi.anderson44@example.com,2025-06-15,Germany,263,1,76.67,1,1,1,111,3,2,Lost Customers
C0649,Jessica Harris,jessica.harris83@example.com,2025-03-08,United States,131,2,84.16,2,2,1,221,5,2,Lost Customers
C0650,Priya Sen,priya.sen97@example.com,2026-01-26,India,26,5,380.75,4,4,4,444,12,1,Loyalists
C0651,Isha Mishra,isha.mishra12@example.com,2025-03-05,Canada,93,1,39.38,2,1,1,211,4,2,Lost Customers
C0652,Pranav Chatterjee,pranav.chatterjee68@example.com,2025-01-01,Singapore,182,3,182.16,1,3,2,132,6,0,At Risk Customers
C0653,Sandra Williams,sandra.williams98@example.com,2025-03-09,Canada,64,8,1317.4,3,5,5,355,13,3,Champions
C0654,David Smith,david.smith45@example.com,2025-02-17,United Kingdom,82,4,218.62,3,3,3,333,9,0,At Risk Customers
C0655,Emily Singh,emily.singh57@example.com,2025-12-07,Canada,50,2,148.09,3,2,2,322,7,0,At Risk Customers
C0656,Pranav Mehta,pranav.mehta60@example.com,2025-11-17,India,46,2,71.98,3,2,1,321,6,2,Lost Customers
C0657,Vikram Banerjee,vikram.banerjee93@example.com,2025-02-16,United Kingdom,33,4,273.42,4,3,3,433,10,1,Loyalists
C0658,Aarav Brown,aarav.brown71@example.com,2025-02-09,India,42,5,340.04,4,4,4,444,12,0,At Risk Customers
C0659,Vikram Jackson,vikram.jackson97@example.com,2025-08-16,India,92,3,320.67,2,3,4,234,9,0,At Risk Customers
C0660,Jessica Rao,jessica.rao64@example.com,2025-12-22,India,226,1,65.04,1,1,1,111,3,2,Lost Customers
C0661,Arjun Jones,arjun.jones59@example.com,2025-02-15,United Kingdom,24,20,6619.9800000000005,4,5,5,455,14,3,Champions
C0662,Isha Joshi,isha.joshi50@example.com,2025-07-08,Canada,86,12,4680.01,3,5,5,355,13,3,Champions
C0663,Meera Das,meera.das27@example.com,2025-11-25,Singapore,41,9,1611.71,4,5,5,455,14,3,Champions
C0664,Neha Patel,neha.patel77@example.com,2025-10-16,India,6,8,2206.1,5,5,5,555,15,3,Champions
C0665,Pranav Chatterjee,pranav.chatterjee54@example.com,2026-01-05,India,30,9,1398.18,4,5,5,455,14,3,Champions
C0666,Neha Mukherjee,neha.mukherjee88@example.com,2025-12-18,United States,208,1,13.2,1,1,1,111,3,2,Lost Customers
C0667,Tanvi Singh,tanvi.singh22@example.com,2025-03-13,Germany,108,8,2812.99,2,5,5,255,12,3,Champions
C0668,Deepak Das,deepak.das54@example.com,2025-08-08,India,372,1,15.1,1,1,1,111,3,2,Lost Customers
C0669,Meera Garcia,meera.garcia45@example.com,2025-11-27,India,136,6,825.94,2,4,4,244,10,0,At Risk Customers
C0670,Suresh Young,suresh.young86@example.com,2026-01-05,United States,3,5,280.83,5,4,3,543,12,1,Loyalists
C0671,Aditya Martinez,aditya.martinez36@example.com,2025-09-23,United States,172,3,135.76,1,3,2,132,6,0,At Risk Customers
C0672,Siddharth Choudhury,siddharth.choudhury47@example.com,2025-11-27,India,32,1,35.9,4,1,1,411,6,2,Lost Customers
C0673,James Anderson,james.anderson59@example.com,2025-02-27,India,66,1,78.83,3,1,1,311,5,2,Lost Customers
C0674,Sanjay Patel,sanjay.patel77@example.com,2025-01-07,Singapore,589,1,73.51,1,1,1,111,3,2,Lost Customers
C0675,John Nair,john.nair59@example.com,2025-10-19,United States,38,4,209.74,4,3,2,432,9,1,Loyalists
C0676,Anil Johnson,anil.johnson70@example.com,2026-01-30,India,57,4,263.12,3,3,3,333,9,0,At Risk Customers
C0677,Deepak Patel,deepak.patel11@example.com,2025-05-15,India,78,2,194.83999999999997,3,2,2,322,7,0,At Risk Customers
